"","CountryName","RegionName","Country_Region","IsSpecialty","Date","PredictedDailyNewCases","Percent_Immune","S","I","R","beta","gamma","Re"
"8214","Ireland","","Ireland ",0,2020-12-31,"1310.50104382413",14.9199656771694,0.830370983806395,0.0204293594219105,0.149199656771694,0.18,0.055,3.27272727272727
"8312","Israel","","Israel ",0,2020-12-31,"3393.59043070319",39.5771259069573,0.560668523235032,0.0435602176953941,0.395771259069573,0.18,0.055,3.27272727272727
"8412","Italy","","Italy ",0,2020-12-31,"44056.6582253259",28.6792386662189,0.642169176043706,0.0710384372941043,0.286792386662189,0.18,0.055,3.27272727272727
"8512","Jamaica","","Jamaica ",0,2020-12-31,"111.364643382896",4.11833447361415,0.952039815579144,0.00677683968471445,0.0411833447361415,0.0449270511291573,0.055,0.816855475075588
"8612","Japan","","Japan ",0,2020-12-31,"241.405290630821",1.27479659966211,0.985276994131192,0.00197503987218665,0.0127479659966211,0.00209956712572696,0.055,0.0381739477404902
"8712","Jordan","","Jordan ",0,2020-12-31,"7995.68989651377",23.7610369214369,0.691089634100078,0.0712999966855533,0.237610369214369,0.18,0.055,3.27272727272727
"8812","Kazakhstan","","Kazakhstan ",0,2020-12-31,"2364.76807167369",9.47471367545651,0.892673931766085,0.0125789314793493,0.0947471367545651,0.138535733600202,0.055,2.51883152000368
"8912","Kenya","","Kenya ",0,2020-12-31,"33.5920568136498",1.56989521219019,0.983228112723302,0.00107293515479608,0.0156989521219019,0.000687193079650095,0.055,0.0124944196300017
"9012","Kosovo","","Kosovo ",0,2020-12-31,"1396.04907319265",23.5833530613877,0.695737224098278,0.0684292452878443,0.235833530613877,0.18,0.055,3.27272727272727
"9116","Kuwait","","Kuwait ",0,2020-12-31,"252.430859899832",32.6516470009081,0.662768843703646,0.0107146862872726,0.326516470009081,0.0650203323840803,0.055,1.18218786152873
"9214","Kyrgyz Republic","","Kyrgyz Republic ",0,2020-12-31,"915.338591464126",11.720454702758,0.86902180327784,0.0137736496945796,0.11720454702758,0.159416157474754,0.055,2.89847559045007
"9312","Laos","","Laos ",0,2020-12-31,"0.0000000108881152982576",0.00522578382963703,0.999946888182848,0.000000853978856126126,0.0000522578382963703,0.00000000000164618549369257,0.055,0.0000000000299306453398649
"9412","Latvia","","Latvia ",0,2020-12-31,"2717.08332835199",13.504329174776,0.744582080701056,0.120374627551184,0.13504329174776,0.18,0.055,3.27272727272727
"9512","Lebanon","","Lebanon ",0,2020-12-31,"5042.6017616638",20.6997322293824,0.729028041123938,0.0639746365822386,0.206997322293824,0.18,0.055,3.27272727272727
"9612","Lesotho","","Lesotho ",0,2020-12-31,"0.709662424090311",1.01679117431272,0.98890985386082,0.000922234396053358,0.0101679117431272,0.000364396793509601,0.055,0.00662539624562911
"9712","Liberia","","Liberia ",0,2020-12-31,"0.0097035762203177",0.31309503837962,0.996741981441246,0.000127068174957573,0.0031309503837962,0.00000210394462346955,0.055,0.0000382535386085373
"9812","Libya","","Libya ",0,2020-12-31,"2467.87578087379",12.6178744848008,0.846682170341968,0.0271390848100241,0.126178744848008,0.18,0.055,3.27272727272727
"9912","Lithuania","","Lithuania ",0,2020-12-31,"4374.37928388843",30.675802963223,0.502772050999156,0.190469919368614,0.30675802963223,0.18,0.055,3.27272727272727
"10012","Luxembourg","","Luxembourg ",0,2020-12-31,"299.881035787628",58.9727471054228,0.319162232707175,0.0911102962385967,0.589727471054228,0.18,0.055,3.27272727272727
"10116","Macao","","Macao ",0,2020-12-31,"0",0.0680080389937397,0.999319919610063,0,0.000680080389937397,0,0.055,0
"10214","Madagascar","","Madagascar ",0,2020-12-31,"0.00734680554705847",0.604111347908878,0.993924388507799,0.0000344980131125074,0.00604111347908878,0.000000291845034423865,0.055,0.00000530627335316119
"10312","Malawi","","Malawi ",0,2020-12-31,"0.00115840278886026",0.304526089955747,0.996932000574182,0.0000227385262607848,0.00304526089955747,0.0000000666098413839439,0.055,0.00000121108802516262
"10412","Malaysia","","Malaysia ",0,2020-12-31,"2207.47779027627",2.39030883640552,0.967055123844938,0.00904178779100723,0.0239030883640552,0.0750239647879826,0.055,1.36407208705423
"10512","Mali","","Mali ",0,2020-12-31,"0.102614603555594",0.244441494055615,0.997320102178838,0.000235482880605934,0.00244441494055615,0.00000557389732611623,0.055,0.000101343587747568
"10612","Mauritania","","Mauritania ",0,2020-12-31,"266.721236537029",2.20210963234712,0.969584968645858,0.00839393503067015,0.0220210963234712,0.0630999871798592,0.055,1.14727249417926
"10712","Mauritius","","Mauritius ",0,2020-12-31,"0.000528440563357435",0.385147098193298,0.99609502938123,0.0000534996368372965,0.00385147098193298,0.000000457068128484339,0.055,0.00000831032960880617
"10812","Mexico","","Mexico ",0,2020-12-31,"50332.5846942624",9.36322918589662,0.877840796917851,0.0285269112231825,0.0936322918589662,0.18,0.055,3.27272727272727
"10912","Moldova","","Moldova ",0,2020-12-31,"1837.12728279643",43.9677629951082,0.46904688832263,0.0912754817262879,0.439677629951082,0.18,0.055,3.27272727272727
"11016","Monaco","","Monaco ",0,2020-12-31,"22.5357158200841",17.2098142023556,0.7800019748867,0.0478998830897434,0.172098142023556,0.18,0.055,3.27272727272727
"11116","Mongolia","","Mongolia ",0,2020-12-31,"0.00742334278095313",0.248468533635898,0.997360412117634,0.00015490254600762,0.00248468533635898,0.00000249083426393307,0.055,0.0000452878957078739
"11215","Morocco","","Morocco ",0,2020-12-31,"14043.8516392639",10.3318989843631,0.868603568493169,0.0280774416631994,0.103318989843631,0.18,0.055,3.27272727272727
"11313","Mozambique","","Mozambique ",0,2020-12-31,"0.247572083724663",0.499909432373797,0.994795861899422,0.000205043776840444,0.00499909432373797,0.00000871302197830506,0.055,0.000158418581423728
"11413","Myanmar","","Myanmar ",0,2020-12-31,"297.387167755718",1.79117806865519,0.979179154501314,0.00290906481213493,0.0179117806865519,0.00601226037462571,0.055,0.109313824993195
"11512","Namibia","","Namibia ",0,2020-12-31,"1173.76453279866",6.64493108838714,0.900591198685392,0.0329594904307361,0.0664493108838714,0.18,0.055,3.27272727272727
"11612","Nepal","","Nepal ",0,2020-12-31,"2371.79486539125",8.44203328693682,0.905430597847693,0.0101490692829386,0.0844203328693682,0.0928602260092198,0.055,1.68836774562218
"11712","Netherlands","","Netherlands ",0,2020-12-31,"15490.1457341727",34.2879731040019,0.556438995217415,0.100681273742565,0.342879731040019,0.18,0.055,3.27272727272727
"11812","New Zealand","","New Zealand ",0,2020-12-31,"0.00133846415860717",0.413579379668591,0.995822131681322,0.0000420745219925134,0.00413579379668591,0.00000030531717874413,0.055,0.00000555122143171145
"11912","Nicaragua","","Nicaragua ",0,2020-12-31,"0.00807817356690066",0.843431699023293,0.991501748686549,0.0000639343232177808,0.00843431699023293,0.00000134137195101358,0.055,0.0000243885809275197
"12012","Niger","","Niger ",0,2020-12-31,"0.0118918822633987",0.0738936764847322,0.999125785115614,0.000135278119538677,0.000738936764847322,0.000000540391740784605,0.055,0.00000982530437790191
"12116","Nigeria","","Nigeria ",0,2020-12-31,"0.784989475796465",0.329911473322087,0.996527982788279,0.00017290247850077,0.00329911473322087,0.00000418885293977309,0.055,0.0000761609625413288
"12214","Norway","","Norway ",0,2020-12-31,"1957.88669958584",7.35250643582904,0.900696021516666,0.0257789141250435,0.0735250643582904,0.18,0.055,3.27272727272727
"12312","Oman","","Oman ",0,2020-12-31,"116.76346211019",23.5939336004711,0.758013108032813,0.00604755596247533,0.235939336004711,0.0251515987897327,0.055,0.457301796176959
"12412","Pakistan","","Pakistan ",0,2020-12-31,"370.044726442778",1.85045493100332,0.979868757058081,0.00162669363188639,0.0185045493100332,0.0018427492736374,0.055,0.0335045322479526
"12512","Palestine","","Palestine ",0,2020-12-31,"5236.68291488616",22.8775475935226,0.662620779271945,0.108603744792829,0.228775475935226,0.18,0.055,3.27272727272727
"12612","Panama","","Panama ",0,2020-12-31,"3246.57229376017",41.9673668631194,0.484706106544392,0.0956202248244136,0.419673668631194,0.18,0.055,3.27272727272727
"12712","Papua New Guinea","","Papua New Guinea ",0,2020-12-31,"0.000260010683973633",0.0733828827047085,0.999233760570906,0.0000324106020462378,0.000733828827047085,0.0000000319672499300531,0.055,0.000000581222726000966
"12812","Paraguay","","Paraguay ",0,2020-12-31,"3743.95151552188",12.6573783732133,0.833209648438684,0.0402165678291828,0.126573783732133,0.18,0.055,3.27272727272727
"12912","Peru","","Peru ",0,2020-12-31,"1027.79063095408",28.4442221612345,0.708124117461904,0.00743366092575077,0.284442221612345,0.0342889330411766,0.055,0.623435146203212
"13012","Philippines","","Philippines ",0,2020-12-31,"724.190502345446",3.93037924628819,0.957980838929592,0.00271536860752585,0.0393037924628819,0.00726959039935651,0.055,0.132174370897391
"13116","Poland","","Poland ",0,2020-12-31,"27359.8470945777",28.3227725786892,0.646760656418157,0.0700116177949503,0.283227725786892,0.18,0.055,3.27272727272727
"13214","Portugal","","Portugal ",0,2020-12-31,"8280.99464962952",32.1280614431925,0.593528734775719,0.0851906507923558,0.321280614431925,0.18,0.055,3.27272727272727
"13312","Puerto Rico","","Puerto Rico ",0,2020-12-31,"2515.67033890978",20.9479411133198,0.712845019713063,0.0776755691537391,0.209479411133198,0.18,0.055,3.27272727272727
"13412","Qatar","","Qatar ",0,2020-12-31,"46.0507271001552",46.7079559196762,0.526052063067033,0.00686837773620551,0.467079559196762,0.0175823908168893,0.055,0.319679833034351
"13512","Romania","","Romania ",0,2020-12-31,"15589.3658370967",27.2638436190019,0.649212697689358,0.0781488661206227,0.272638436190019,0.18,0.055,3.27272727272727
"13612","Russia","","Russia ",0,2020-12-31,"101031.216675612",17.3001120264979,0.770000572442806,0.0569983072922152,0.173001120264979,0.18,0.055,3.27272727272727
"13712","Rwanda","","Rwanda ",0,2020-12-31,"0.327143755476754",0.47190730977567,0.99490880455646,0.000372122345783437,0.0047190730977567,0.0000277835140688291,0.055,0.000505154801251439
"13812","San Marino","","San Marino ",0,2020-12-31,"22.3114368479403",51.3361259883361,0.38280295886229,0.103835781254349,0.513361259883361,0.18,0.055,3.27272727272727
"13912","Saudi Arabia","","Saudi Arabia ",0,2020-12-31,"24.183965025295",9.91006779138635,0.899966835500054,0.00093248658608265,0.0991006779138635,0.000764131099578735,0.055,0.0138932927196134
"14012","Senegal","","Senegal ",0,2020-12-31,"1.19979961843455",1.01012343952185,0.989444710993949,0.00045405461083246,0.0101012343952185,0.0000832441461096067,0.055,0.00151352992926558
"14116","Serbia","","Serbia ",0,2020-12-31,"13151.7138103868",27.1482233223535,0.563882758159474,0.164635008616992,0.271482233223535,0.18,0.055,3.27272727272727
"14214","Seychelles","","Seychelles ",0,2020-12-31,"0.10618261184004",1.87520135682532,0.97993890873449,0.00130907769725694,0.0187520135682532,0.00118764042649037,0.055,0.021593462299825
"14312","Sierra Leone","","Sierra Leone ",0,2020-12-31,"0.00121001053776126",0.293528970641342,0.997028180406186,0.0000365298874006853,0.00293528970641342,0.000000166856515973826,0.055,0.00000303375483588775
"14412","Singapore","","Singapore ",0,2020-12-31,"0.40440422813117",9.57111240299585,0.903994764778859,0.000294111191182539,0.0957111240299585,0.0000760373754127297,0.055,0.0013824977347769
"14512","Slovak Republic","","Slovak Republic ",0,2020-12-31,"6395.17303931399",23.6452708784802,0.651232613381028,0.11231467783417,0.236452708784802,0.18,0.055,3.27272727272727
"14612","Slovenia","","Slovenia ",0,2020-12-31,"1950.55762224647",41.8593996628827,0.455088486447601,0.126317516923572,0.418593996628827,0.18,0.055,3.27272727272727
"14712","Solomon Islands","","Solomon Islands ",0,2020-12-31,"0",0.0249978172861744,0.999750021827138,0,0.000249978172861744,0,0.055,0
"14812","Somalia","","Somalia ",0,2020-12-31,"0.00348418101384596",0.272935607134974,0.997224990906029,0.0000456530226212145,0.00272935607134974,0.000000241146813368537,0.055,0.00000438448751579158
"14912","South Africa","","South Africa ",0,2020-12-31,"27790.0075408093",14.2185626480168,0.821427053329525,0.0363873201903081,0.142185626480168,0.18,0.055,3.27272727272727
"15012","South Korea","","South Korea ",0,2020-12-31,"22.656288021848",0.747810895155805,0.991303269065896,0.00121862198254486,0.00747810895155805,0.000486099336746357,0.055,0.00883816975902467
"15116","South Sudan","","South Sudan ",0,2020-12-31,"0.00148702857813987",0.269842574524258,0.997265729012996,0.0000358452417613434,0.00269842574524258,0.000000146129321186919,0.055,0.00000265689674885307
"15214","Spain","","Spain ",0,2020-12-31,"16118.7770315788",35.537195737321,0.609201217533014,0.035426825093776,0.35537195737321,0.18,0.055,3.27272727272727
"15312","Sri Lanka","","Sri Lanka ",0,2020-12-31,"121.319044460066",1.30567905173305,0.983663150588096,0.00328005889457382,0.0130567905173305,0.00623216723936067,0.055,0.113312131624739
"15412","Sudan","","Sudan ",0,2020-12-31,"1.00367063554586",0.423086211442497,0.995388809974174,0.000380327911401751,0.00423086211442497,0.0000251780235081996,0.055,0.000457782245603628
"15512","Suriname","","Suriname ",0,2020-12-31,"7.23313517023598",9.0655845133112,0.905437788967167,0.00390636589972051,0.090655845133112,0.0138135187889715,0.055,0.25115488707221
"15612","Sweden","","Sweden ",0,2020-12-31,"12336.0993356486",29.4167623140799,0.574119783049623,0.131712593809578,0.294167623140799,0.18,0.055,3.27272727272727
"15712","Switzerland","","Switzerland ",0,2020-12-31,"6090.26129888726",40.7462739606043,0.506758591510645,0.0857786688833124,0.407462739606043,0.18,0.055,3.27272727272727
"15812","Syria","","Syria ",0,2020-12-31,"0.623296683776061",0.471021659822466,0.994844985292961,0.000444798108814775,0.00471021659822466,0.0000391771756327007,0.055,0.000712312284230922
"15912","Taiwan","","Taiwan ",0,2020-12-31,"0.0000317091264605551",0.028236444059394,0.999706583567691,0.0000110519917149208,0.00028236444059394,0.00000000146451562357298,0.055,0.0000000266275567922361
"16012","Tajikistan","","Tajikistan ",0,2020-12-31,"0.54920000360471",1.25519384903677,0.987084648242675,0.000363413266957603,0.0125519384903677,0.0000633405839665577,0.055,0.00115164698121014
"16116","Tanzania","","Tanzania ",0,2020-12-31,"0",0.00818023599137098,0.999918197640086,0,0.0000818023599137098,0,0.055,0
"16214","Thailand","","Thailand ",0,2020-12-31,"0.00293750282162364",0.0588401749976312,0.999371419652371,0.0000401785976523213,0.000588401749976312,0.0000000462930389985225,0.055,0.000000841691618154954
"16312","Timor-Leste","","Timor-Leste ",0,2020-12-31,"0.0000000800820281199321",0.0245778637856514,0.999751577796699,0.00000264356544453959,0.000245778637856514,0.0000000000744229710410854,0.055,0.00000000135314492801973
"16412","Togo","","Togo ",0,2020-12-31,"0.0306069529669912",0.346150261006958,0.996374374519043,0.000164122870888262,0.00346150261006958,0.00000391100276235859,0.055,0.0000711091411337925
"16512","Trinidad and Tobago","","Trinidad and Tobago ",0,2020-12-31,"7.02509683104017",4.70744834560979,0.950542387489142,0.00238312905476003,0.0470744834560979,0.00552173831725872,0.055,0.100395242131977
"16612","Tunisia","","Tunisia ",0,2020-12-31,"5920.47292201544",9.24944285518866,0.870643573046908,0.0368619984012056,0.0924944285518866,0.18,0.055,3.27272727272727
"16712","Turkey","","Turkey ",0,2020-12-31,"188108.795380591",17.8862826876606,0.588051003302388,0.233086169821006,0.178862826876606,0.18,0.055,3.27272727272727
"16812","Uganda","","Uganda ",0,2020-12-31,"5.63016265385158",0.498228153833471,0.99421459365012,0.00080312481154536,0.00498228153833471,0.00013539664571096,0.055,0.00246175719474472
"16912","Ukraine","","Ukraine ",0,2020-12-31,"40297.9408079495",19.929441573657,0.720098343888673,0.080607240374757,0.19929441573657,0.18,0.055,3.27272727272727
"17012","United Arab Emirates","","United Arab Emirates ",0,2020-12-31,"4510.39171083082",17.8939106204124,0.784084219968799,0.0369766738270773,0.178939106204124,0.18,0.055,3.27272727272727
"17116","United Kingdom","","United Kingdom ",0,2020-12-31,"53935.2390978751",26.4319701873224,0.660250571304294,0.0754297268224816,0.264319701873224,0.18,0.055,3.27272727272727
"17214","United Kingdom","England","United Kingdom England",0,2020-12-31,"45496.8066466067",28.1707905935588,0.63870918356448,0.0795829104999331,0.281707905935588,0.18,0.055,3.27272727272727
"17312","United Kingdom","Northern Ireland","United Kingdom Northern Ireland",0,2020-12-31,"1208.83876841569",29.7910905762481,0.639148896157748,0.0629401980797705,0.297910905762481,0.18,0.055,3.27272727272727
"17412","United Kingdom","Scotland","United Kingdom Scotland",0,2020-12-31,"3020.45471264607",18.9026707049577,0.765063073990091,0.0459102189603323,0.189026707049577,0.18,0.055,3.27272727272727
"17512","United Kingdom","Wales","United Kingdom Wales",0,2020-12-31,"3892.02147677579",32.8709689210889,0.526038322820078,0.145251987969033,0.328709689210889,0.18,0.055,3.27272727272727
"17712","United States","Alabama","United States Alabama",1,2020-12-31,"2801.54228382156",54.8799813484445,0.352603173012159,0.0985970135033957,0.548799813484445,0.18,0.055,3.27272727272727
"17812","United States","Alaska","United States Alaska",1,2020-12-31,"539.907897136327",49.4927089546806,0.389587780154274,0.115485130298919,0.494927089546806,0.18,0.055,3.27272727272727
"17912","United States","Arizona","United States Arizona",1,2020-12-31,"5412.30726269295",50.1506594507661,0.379068534806056,0.119424870686282,0.501506594507661,0.18,0.055,3.27272727272727
"18012","United States","Arkansas","United States Arkansas",1,2020-12-31,"1635.54375245515",55.9531734645171,0.344897932529586,0.0955703328252433,0.559531734645171,0.18,0.055,3.27272727272727
"18116","United States","California","United States California",1,2020-12-31,"45858.7397308359",37.9033332719718,0.46969498177513,0.151271685505152,0.379033332719718,0.18,0.055,3.27272727272727
"18214","United States","Colorado","United States Colorado",1,2020-12-31,"4513.13231015526",44.803960016633,0.443679903484947,0.108280496348723,0.44803960016633,0.18,0.055,3.27272727272727
"18312","United States","Connecticut","United States Connecticut",1,2020-12-31,"3610.18800459756",38.1946180699847,0.491381692703753,0.1266721265964,0.381946180699847,0.18,0.055,3.27272727272727
"18412","United States","Delaware","United States Delaware",1,2020-12-31,"930.083711749707",42.3245978064241,0.445589585149367,0.131164436786392,0.423245978064241,0.18,0.055,3.27272727272727
"18512","United States","Florida","United States Florida",1,2020-12-31,"11308.166604823",48.8141440985886,0.437985176582631,0.0738733824314837,0.488141440985886,0.18,0.055,3.27272727272727
"18612","United States","Georgia","United States Georgia",1,2020-12-31,"6577.02142311761",47.4853236385406,0.438410036851875,0.0867367267627194,0.474853236385406,0.18,0.055,3.27272727272727
"18712","United States","Hawaii","United States Hawaii",1,2020-12-31,"493.00739795254",13.3866607110279,0.839616199736567,0.0265171931531541,0.133866607110279,0.18,0.055,3.27272727272727
"18812","United States","Idaho","United States Idaho",1,2020-12-31,"819.466811830585",60.5883429870409,0.302145866156523,0.0919707039730675,0.605883429870409,0.18,0.055,3.27272727272727
"18912","United States","Illinois","United States Illinois",1,2020-12-31,"5336.68752386165",60.1593823860435,0.317935062726197,0.0804711134133682,0.601593823860435,0.18,0.055,3.27272727272727
"19012","United States","Indiana","United States Indiana",1,2020-12-31,"4233.70578036498",55.6206280879228,0.327359576926647,0.116434142194126,0.556206280879228,0.18,0.055,3.27272727272727
"19116","United States","Iowa","United States Iowa",1,2020-12-31,"576.046560927294",74.0748592341008,0.205774464437445,0.0534769432215473,0.740748592341008,0.18,0.055,3.27272727272727
"19214","United States","Kansas","United States Kansas",1,2020-12-31,"1470.33434674307",58.9513238694371,0.312605292441268,0.0978814688643612,0.589513238694371,0.18,0.055,3.27272727272727
"19312","United States","Kentucky","United States Kentucky",1,2020-12-31,"3655.08231423376",44.8312887256177,0.437075562243648,0.114611550500175,0.448312887256177,0.18,0.055,3.27272727272727
"19412","United States","Louisiana","United States Louisiana",1,2020-12-31,"2301.18301258786",52.4210708497457,0.400016854703842,0.0757724367987003,0.524210708497457,0.18,0.055,3.27272727272727
"19512","United States","Maine","United States Maine",1,2020-12-31,"1597.55240109239",12.2255598638492,0.781544780568086,0.0961996207934219,0.122255598638492,0.18,0.055,3.27272727272727
"19612","United States","Maryland","United States Maryland",1,2020-12-31,"4785.23443766288",35.9179125156348,0.551890394854843,0.0889304799888093,0.359179125156348,0.18,0.055,3.27272727272727
"19712","United States","Massachusetts","United States Massachusetts",1,2020-12-31,"7178.10830136173",38.4492614458479,0.483178657579858,0.132328727961663,0.384492614458479,0.18,0.055,3.27272727272727
"19812","United States","Michigan","United States Michigan",1,2020-12-31,"7502.56116636033",42.5655246986326,0.477510233199258,0.0968345198144163,0.425655246986326,0.18,0.055,3.27272727272727
"19912","United States","Minnesota","United States Minnesota",1,2020-12-31,"2504.78947965568",59.6460092532702,0.318973764379991,0.0845661430873072,0.596460092532702,0.18,0.055,3.27272727272727
"20012","United States","Mississippi","United States Mississippi",1,2020-12-31,"1606.84289161419",55.0368352255784,0.357693387101896,0.0919382606423203,0.550368352255784,0.18,0.055,3.27272727272727
"20116","United States","Missouri","United States Missouri",1,2020-12-31,"3175.86817539658",52.6255260920113,0.393256655467974,0.0804880836119133,0.526255260920113,0.18,0.055,3.27272727272727
"20214","United States","Montana","United States Montana",1,2020-12-31,"438.136718278009",61.0629412362243,0.308788725915829,0.0805818617219273,0.610629412362243,0.18,0.055,3.27272727272727
"20312","United States","Nebraska","United States Nebraska",1,2020-12-31,"552.036608322494",68.6922294082813,0.241830536763927,0.0712471691532605,0.686922294082813,0.18,0.055,3.27272727272727
"20412","United States","Nevada","United States Nevada",1,2020-12-31,"1943.79663538412",54.1686413633384,0.348191824578619,0.110121761787997,0.541686413633384,0.18,0.055,3.27272727272727
"20512","United States","New Hampshire","United States New Hampshire",1,2020-12-31,"2081.97285739274",21.5402719547371,0.634646708714577,0.149950571738051,0.215402719547371,0.18,0.055,3.27272727272727
"20612","United States","New Jersey","United States New Jersey",1,2020-12-31,"6716.47537142277",41.4769652904398,0.490150986010475,0.0950793610851273,0.414769652904398,0.18,0.055,3.27272727272727
"20712","United States","New Mexico","United States New Mexico",1,2020-12-31,"1437.51167111077",50.9259569815317,0.381107924478479,0.109632505706204,0.509259569815317,0.18,0.055,3.27272727272727
"20812","United States","New York","United States New York",1,2020-12-31,"16866.2534458712",37.1390815649052,0.526921446232512,0.101687738118436,0.371390815649052,0.18,0.055,3.27272727272727
"20912","United States","North Carolina","United States North Carolina",1,2020-12-31,"8996.61742801772",38.7395766691215,0.508557559322676,0.104046673986108,0.387395766691215,0.18,0.055,3.27272727272727
"21012","United States","North Dakota","United States North Dakota",1,2020-12-31,"0",103.44873008374,-0.0715100910547786,0.0370227902173795,1.0344873008374,0,0.055,0
"21116","United States","Ohio","United States Ohio",1,2020-12-31,"11838.0175619597",42.498709746504,0.431841324250002,0.143171578284958,0.42498709746504,0.18,0.055,3.27272727272727
"21214","United States","Oklahoma","United States Oklahoma",1,2020-12-31,"2381.41362380359",54.2848496798404,0.353638220422326,0.103513282779269,0.542848496798404,0.18,0.055,3.27272727272727
"21312","United States","Oregon","United States Oregon",1,2020-12-31,"4362.12993304705",21.2064671032652,0.694429563079724,0.093505765887623,0.212064671032652,0.18,0.055,3.27272727272727
"21412","United States","Pennsylvania","United States Pennsylvania",1,2020-12-31,"15597.5481200631",35.2536810355641,0.497005453714176,0.150457735930183,0.352536810355641,0.18,0.055,3.27272727272727
"21512","United States","Rhode Island","United States Rhode Island",1,2020-12-31,"603.738751410274",59.1594761544141,0.289551269303219,0.11885396915264,0.591594761544141,0.18,0.055,3.27272727272727
"21612","United States","South Carolina","United States South Carolina",1,2020-12-31,"3450.57144033004",45.5335561748309,0.453939104664752,0.0907253335869396,0.455335561748309,0.18,0.055,3.27272727272727
"21712","United States","South Dakota","United States South Dakota",1,2020-12-31,"3.40234792172851",91.8523177508437,0.0318545522996727,0.0496222701918901,0.918523177508437,0.00423053709271981,0.055,0.0769188562312693
"21812","United States","Tennessee","United States Tennessee",1,2020-12-31,"3659.68612855149",60.0550878455881,0.286455095127666,0.112994026416453,0.600550878455881,0.18,0.055,3.27272727272727
"21912","United States","Texas","United States Texas",1,2020-12-31,"17555.9918533349",47.4027630615035,0.441800571613609,0.0841717977713555,0.474027630615035,0.18,0.055,3.27272727272727
"22012","United States","Utah","United States Utah",1,2020-12-31,"1265.10417110575",64.822509687187,0.260234364049679,0.0915405390784511,0.64822509687187,0.18,0.055,3.27272727272727
"22116","United States","Vermont","United States Vermont",1,2020-12-31,"552.466062164427",8.97090605079194,0.843353614201141,0.0669373252909401,0.0897090605079194,0.18,0.055,3.27272727272727
"22214","United States","Virgin Islands","United States Virgin Islands",1,2020-12-31,"74.7156087615349",16.5705218287826,0.77580468260037,0.058490099111805,0.165705218287826,0.18,0.055,3.27272727272727
"22312","United States","Virginia","United States Virginia",1,2020-12-31,"7555.62266427407",31.1372308506955,0.596225067172377,0.0924026243206682,0.311372308506955,0.18,0.055,3.27272727272727
"22412","United States","Washington","United States Washington",1,2020-12-31,"7079.7888242965",25.6744375826195,0.65433423474825,0.0889213894255543,0.256744375826195,0.18,0.055,3.27272727272727
"22512","United States","Washington DC","United States Washington DC",1,2020-12-31,"513.129875713599",34.1436175955258,0.577881086497498,0.0806827375472433,0.341436175955258,0.18,0.055,3.27272727272727
"22612","United States","West Virginia","United States West Virginia",1,2020-12-31,"2200.80574841067",32.7536312477179,0.52963984360591,0.142823843916911,0.327536312477179,0.18,0.055,3.27272727272727
"22712","United States","Wisconsin","United States Wisconsin",1,2020-12-31,"1309.10927200096",72.5601308069222,0.209868276522379,0.0645304154083996,0.725601308069222,0.18,0.055,3.27272727272727
"22812","United States","Wyoming","United States Wyoming",1,2020-12-31,"249.957562896729",60.7429343260962,0.30731483919571,0.0852558175433283,0.607429343260962,0.18,0.055,3.27272727272727
"22912","Uruguay","","Uruguay ",0,2020-12-31,"2096.20719389499",3.12095836496477,0.926887304435347,0.0419031119150057,0.0312095836496477,0.18,0.055,3.27272727272727
"23012","Uzbekistan","","Uzbekistan ",0,2020-12-31,"6.22278880265367",2.13226207258003,0.978149595314017,0.000527783960183209,0.0213226207258003,0.000204518395102715,0.055,0.00371851627459482
"23116","Vanuatu","","Vanuatu ",0,2020-12-31,"0",0.00311875639588714,0.999968812436041,0,0.0000311875639588714,0,0.055,0
"23213","Venezuela","","Venezuela ",0,2020-12-31,"236.504903335735",3.62151950637999,0.960747302884484,0.00303750205171655,0.0362151950637999,0.00914882341393683,0.055,0.166342243889761
"23312","Vietnam","","Vietnam ",0,2020-12-31,"0.00000189828824659344",0.0134639849489442,0.999863439323668,0.00000192082684261686,0.000134639849489442,0.0000000000214521000789503,0.055,0.000000000390038183253641
"23412","Yemen","","Yemen ",0,2020-12-31,"0",0.0738055158548906,0.999261944841451,0,0.000738055158548906,0,0.055,0
"23512","Zambia","","Zambia ",0,2020-12-31,"0.329828031874058",0.940044071527668,0.990369086290626,0.000230472994096644,0.00940044071527668,0.0000197351894661371,0.055,0.000358821626657038
"23612","Zimbabwe","","Zimbabwe ",0,2020-12-31,"1.17209906055359",0.68882931914408,0.992557179445045,0.000554527363514401,0.0068882931914408,0.0000867466567554438,0.055,0.00157721194100807
"1200","Afghanistan","","Afghanistan ",0,2021-01-01,"1.81052243288286",1.17386951658916,0.987886905499944,0.000374399334164799,0.0117386951658916,0.000051160012710591,0.055,0.000930182049283473
"2100","Albania","","Albania ",0,2021-01-01,"3036.39966175395",16.5874689885203,0.744745430403901,0.0893798797108961,0.165874689885203,0.18,0.055,3.27272727272727
"370","Algeria","","Algeria ",0,2021-01-01,"60.3259414798667",1.94058456682673,0.979021371984932,0.00157278234680053,0.0194058456682673,0.00151327151134278,0.055,0.0275140274789597
"470","Andorra","","Andorra ",0,2021-01-01,"1.20506448744254",87.1677140853933,0.0934919230616784,0.0348309360843886,0.871677140853933,0.0171561630257777,0.055,0.311930236832322
"570","Angola","","Angola ",0,2021-01-01,"0.0932777516300121",0.456396209460931,0.995290255968436,0.000145781936955171,0.00456396209460931,0.00000312190950018526,0.055,0.0000567619909124593
